Timestamp,Thermistor1,Thermistor2,Thermistor3,Thermistor4,Thermocouple
2024-08-29 12:01:20,20.2,16.7,20.63,20.11,36.0
2024-08-29 12:01:30,20.2,16.61,20.88,20.71,36.25
2024-08-29 12:01:40,20.54,20.37,20.97,20.46,36.25
2024-08-29 12:19:01,20.8,20.46,20.8,20.11,30.25
